,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
9163,9163,US,43639806,RIRVSS49ZUYPF,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,Beauty,5,17,17,N,Y,Best hair dryer EVAH,I first used this hair dryer at Courtyard Marriott. It worked so good and did wonders for my hair. I was thrilled to see that amazon was selling these. It dries my hair fast and gives it a silky smooth look. I highly recommend this hair dryer.,4/20/2012,100.0
9172,9172,US,20040908,RSQFTAB938PCB,B000A3TBB6,345449343,conair 1875 watt ionic ceramic folding handle hair dryer,Beauty,2,10,14,N,Y,Not Up to Prior Conair Standards,"I've been using Conair hair-dryers for 20+ years. I stuck to this brand because they've always provided good merchandise that was a good value for the money. That long streak ended with this product.<br /><br />Pros:<br />1. several different speed & heat settings provide a useful array of options<br />2. fairly inexpensive<br /><br />Cons:<br />1. there are two back filter screens; the outer one will not stay attached to the unit on the clip side, & the closing latch is defective; I removed it entirely because it doesn't seem to affect the operation of the unit considering that the second screen is built-in & usable<br />2. the hottest setting is not very hot<br />3. the slide controls are not aligned well (they slip past the detents & require too much force to push)<br />4. overall cheap construction, even for this fairly low price.<br /><br />All of this results in a poorly made unit, & not at all worth the price. A big disappointment for a dedicated Conair user. Time for me to look for another brand.",4/16/2012,71.42857142857143
9187,9187,US,16268880,R12T7YCQLID4QS,B000M7YQOM,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,1,13,14,N,Y,BUYER BEWARE! DANGEROUS! BUY WITH CAUTION!,"THE DRYER WORKED GREAT FOR MY HAIR. I SELDOMLY USED IT AND I NEVER DROPPED IT. WHILE USING IT ONE DAY, THE MOTOR EXPLODED FROM THE BACK OF THE DRYER AND HIT ME IN THE FACE. I TURNED IT ON AND HEARD A STRANGE NOISE. SO NATURALLY, I DECIDED TO TURN IT OFF TO SEE WHAT COULD BE WRONG. BEFORE I COULD TURN IT OFF, IT HAD ALREADY EXPLODED AND SMOKE STARTED TO COME OUT OF THE DRYER! PIECES OF THE DRYER HIT ME IN THE FACE. QUITE HARD! I DON'T KNOW IF THE ONE I RECEIVED WAS DEFECTIVE OR IF THIS IS A COMMON ISSUE WITH THIS MODEL DRYER. CAUTION TO ALL!",4/7/2012,92.85714285714286
9199,9199,US,15498451,R33MRI66MLSHW6,B000IG83VE,977457747,"babyliss pro babfrv2 volare ferrari designed professional luxury mid sized hair dryer, red, 2000 watts",Beauty,5,31,32,N,Y,For the stylist!!!!!,"if you are a cosmetologist like me you NEED a GREAT hair dryer!  I have yet to come across a GREAT hair dryer! I have had 5 hair dryers in the last 2 years and they have ALL turned to JUNK in about 3-6 months use at my shop!  I figured that I would give this dryer a try since it had a 4 year warranty I could return it for a refund if it was the same OLE dryer as the rest.<br /><br />Boy was I glad I got this dryer! the drying time is cut in half with this dryer and I DO NOT NEED to flat iron the hair after drying to smooth the frizz (oh, did I say frizz?  sorry, this dryer does not frizz the hair!). You do not even need to use any frizz control products with this dryer cause the negative ions that this dryer produces really does close down the cuticle and cause a lot less moisture loss and leaves the hair shiny and silky soft!  This dryer is a lot quieter than most dryers!  I had a client comment Wow - This dryer is really quiet!  I did not even say it was any quieter than any other dryer.  I have gotten raving comments and have been asked where I got this dryer!  All I can say is I got it from AMAZON!<br /><br />I really love this dryer LUXURY OR FERRARI just does not begin to describe this work of art!  I highly recommend this dryer for ALL the hairstylists!<br /><br />I give this dryer an  A+++++++",4/1/2012,96.875
9203,9203,US,52638473,R1QKUSRWO85PT3,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,Beauty,1,14,17,N,N,DOA/POS,"Used once for 2 minutes on low heat. Second use was on high,  fan stopped almost immediately but the heating element stayed on. STINK to high heaven and extremely hot. Safety Plug did NOT trip off and neither did my GFCI. BEWARE: this is very dangerous! This piece of garbage going back tomorrow. Not even worth the 8.62 I spent.",3/29/2012,41.1764705882353
9204,9204,US,22815351,R2DWTJXPGY7CAZ,B005IH0KDC,176210327,hands free hair dryer holder - compact for home and travel! by jumbl,Beauty,5,19,19,N,Y,I love this!,I have a disability so I can only dry hair one handed.I searched all over the net for a hands free dryer holder and this one was exactly what I was looking for.I stick it up on my mirror after showering  but am planning on attaching it to my wall if they ever get more in stock.Please put more in stock!I need another one to take with me on vacation!,3/28/2012,100.0
9208,9208,US,25554465,R3QUX54PYAODN6,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,5,73,76,N,Y,Excellent blow dryer,My old faithful Conair finally died and this dryer was the replacement...and a dandy one it has turned out to be.  It dries very quickly compared to my older model and it is lighter weight and easier to handle.  No problems of any kind.  Good purchase.,3/26/2012,96.05263157894736
9239,9239,US,43148356,R1Q66HQK55759O,B005IH0KDC,176210327,hands free hair dryer holder - compact for home and travel! by jumbl,Beauty,5,28,30,N,Y,Excellent product,"The pictures/description did not indicate that it can be wall mounted. I mounted it on the wall with screws (I found a wall stud for one screw location) and it is excellent.<br />Don't mount it vertically. You should mount it, with the slot at a 45 degree angle and not perpendicular. This way, your dryer can be rotated around its vertical axis - so that you can easy adjust to your preference of distance from the wall etc..<br /><br />It is unfortunate, that this product is currently unavailable. I hope the seller would notice this review and offer more.. I know I will be installing this in 3 more of my bath rooms, as soon as they become available.",3/7/2012,93.33333333333331
9264,9264,US,45426196,RF76L32KZGSZ7,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,2,85,108,N,Y,Disappointing even for a cheap hairdryer,"I bought this Conair hair dryer to replace my old Conair, which I had for 4+ years. Unfortunately, it looks like the quality of Conair's products has gone downhill since my previous purchase. This hair dryer has a Comfort Touch coating, which I initially thought was very nice. It feels soft to the touch rather than the slick plastic of the older models. But after just a couple of weeks of use, the coating started bubbling and peeling off in the area where I hold the hair dryer. I've only had it for a month and a half, and the outer coating looks positively pathetic already. I also don't like the settings on this model--there are only two speed settings, with the lower one being barely on. The high setting is okay, but it does make me feel like I'm in a wind tunnel at times.  This hair dryer has some pros: It gets quite hot, and it's fairly lightweight. So if you don't mind your hair dryer looking like it's constantly recovering from a bad sunburn after a month of use, perhaps you'll like it.",2/21/2012,78.7037037037037
9290,9290,US,26182314,R1MBH9GH33FOWX,B001CK23P2,66259499,hot tools salon hair dryer (model: 1059),Beauty,4,21,22,N,Y,Great Hair dryer,"It is well priced.  It does an amazing job at drying hair.  The product performs as advertised. The only negative is the plastic base (legs) are not sturdy (strong, firm) enough to hold the weight of the entire equipment and they will tend to bend a litle.  Pity to build a nice product and have it downgraded because the cheap construction of the base.",2/10/2012,95.45454545454544
9304,9304,US,46260689,R2ULBQLUBXS859,B000M7YQOM,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,1,15,16,N,Y,Exploded!,I was just using what I thought was my trusty dryer when it literally BLEW UP in my hand.  Sparks went flying and there were pieces as far as 10 ft away. The entire back of the dryer exploded.  I have never been so scared of an appliance.  I have contacted the company and have not heard back from them.  Please do not buy this- it's very dangerous!,2/4/2012,93.75
9370,9370,US,41218428,R3G4L88TLM4O4K,B005GD1EP6,71698270,"Waterpik Convenient Hygienic Sturdy Storage Case for Replacement Tips, 6 Count",Beauty,3,14,17,N,Y,Everything as it says,"However, I would have prefered a more diverse group of piks.  I bought my husband a waterpik for christmas (which he loved).  I wanted to get a set for myself, but this one only has 3 types (none really as cool as his) and dups of all three. - It's a good beginner set I guess... but I will be searching for some of the better ones that came with his. I can't complain about quality - look closely at the piks - if you want two of each of the basics - this is pefect for you.",1/9/2012,82.3529411764706
9395,9395,US,31494670,R3GI62DXTG2E4N,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,200,209,N,N,Best Blow-dryer Ever!!,This is the best blow-dryer I have ever owned. I am African-American with coarse natural hair. This blow dryer gets my hair dry very quickly with minimal hair loss. The design is lightweight and easy to hold plus the attachments are perfect. I find the goldish color to be kinda nice in my opinion as well. The price is competitive and it is lasting me a while. Andis might be highly underrated like a best kept secret. Most people wouldn't expect something with such a low price to work so greatly! I love this and recommend it to everyone.,1/8/2012,47.84688995215311
9403,9403,US,31943007,R12DZLK0JJPZRR,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,5,11,13,N,Y,Great Hair Dryer,"I really like this hair dryer!  I have long, fine hair that tangles easily so I use the low setting.  The high heat really isnt that hot but seems to dry my hair quickly.  The size and weight feels good in my hand.  I love the cold shot!  this is the first dryer that I have owned where cold shot means cold and not just air temp.  It sets my steam rollers in a second which again saves me time!",1/5/2012,84.61538461538461
9405,9405,US,50858361,R2J1QHGRRKSZKU,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,5,47,53,N,Y,actually makes my hair look good,"I finally replaced my old hand-me-down Conair dryer with this John Frieda dryer, and it has been like night and day!<br /><br />The significant differences are:<br /><br />- faster drying - I am pretty busy so I often find myself needing dry hair ASAP (to pick my kid up, to head outside, etc.). I haven't timed how long it takes to dry my past-shoulder length hair, but it is definitely under 5 minutes, and fast enough for me to do what I need to do.<br /><br />- leaves my hair in better condition - I always winced at using my old hairdryer because I knew I was damaging my hair in the process. I've had chronic dry hair issues and my old dryer left my hair flying every which way. I used to dry my hair only partially to lessen the damage. This dryer hasn't erased my dry hair issues completely but my hair is noticeably softer and I don't worry the way I used to about using it on my hair.<br /><br />- leaves my hair better looking - This was the biggest surprise of all. I have had such problems with my hair that I had simply resigned myself to the fact that my hair is hard-to-control. My hair is past shoulder length as mentioned, and layered. With my old dryer I absolutely needed to style my hair if I wanted to look presentable. I've spent so much money over the years trying out different brushes, rollers, etc. I could never simply wash, dry and go because with my old dryer my layers always ended up sticking out rather than curving in, and my hair would not hold any style without significant work. I was honestly shocked the first time I used the John Frieda dryer - my hair fell into a very flattering shape after 2-3 minutes of drying. I don't use a brush, don't use any of the attachments, nothing. I just dry about 90% of the way and my hair looks great. It's too bad that a month before I found this I'd already invested in a set of steam rollers. Now I won't be needing any of those tools.<br /><br />The noise level is normal for a hairdryer. I would not say it is quiet but it is not annoyingly loud. It is also quite manageable and easy to hold. I'm petite (small wrist) and I was afraid this would be a bit unwieldy, but it is lightweight enough to use without feeling at all flimpsy or cheap.<br /><br />The only fault I have found so far is the positioning of the buttons, right where my hand holds the dryer. For this reason I keep accidentally switching the air from hot to cold without wanting to. But it's a minor point given all the other advantages.eable and easy to hold. I'm petite (small wrist) and I was afraid this would be a bit unwieldy, but it is lightweight enough to use without feeling at all flimpsy or cheap.   The only fault I have found so far is the positioning of the buttons, right where my hand holds the dryer. For this reason I keep accidentally switching the air from hot to cold without wanting to. But it's a minor point given all the other advantages.",1/5/2012,88.67924528301886
9409,9409,US,28231476,RV7REAZWFGP2O,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),Beauty,5,12,13,N,N,Will never use another hair dryer again,"If you have thick, coarse, or frizzy hair, this hair dryer compares to no other.  I bought a different professional hair dryer a year ago for half the cost, but was never really satisfied.  This one literally cut my drying time in half, (30 minutes to 15 minutes) while leaving my hair shiny and smooth. I don't find it to be any heavier or noisier than any other hair dryer I've used.",1/4/2012,46.153846153846146
9413,9413,US,52379834,ROQUIGX6RGFPM,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,4,50,52,N,N,Nice and Basic,"This is a nice basic hair dryer and very affordable.  No frills, no thrills, doesn't fold, no retractable cord, etc.  Works very well and nothing has broken so far.  Far better than the more expensive model.  So far, I'm very pleased with my purchase.",1/3/2012,48.07692307692307
9435,9435,US,10381323,R10CQ63PA9MG8P,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,Beauty,5,16,23,N,Y,Great product and customer service.,"Even when a small problem arose, customer service was so accommodating. Very nice dryer. Excellent customer service and very prompt responses.",12/28/2011,69.56521739130434
9449,9449,US,32808114,R2UDICUQ0VK002,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,3,11,14,N,Y,A little disappointed in Amazon this time...,"I spent a lot of time researching which hair dryer I wanted to purchase and I decided the Conair Infiniti Cord Reel was exactly what I was looking for. I always go to Amazon first when making a purchase so naturally I checked to see if it was available. It was in stock, listed for a great price and also included free super saver shipping I placed my order right away. When I got home from work today the Amazon box was waiting for me - Woo-Hoo! my new hair dryer! - I opened the box and instantly knew that what I was seeing was not what I had ordered. It was made by Conair, was the same color, had the same attachments and had the same model number on the bottom of the box but it was called the Conair You Reel (see the picture I posted above). I called Conair to find out if they had changed the name and packaging of this hair dryer. I was told by the Conair Customer Service Department that You Reel is a subsidiary of Conair and although it is covered by the same warranty as the Infinti it is NOT the Infiniti. I called Amazon customer service and as always they were very friendly and offered to either send me another hair dryer or refund my money. Since I haven't even plugged the hair dyrer in yet I wanted to try it before deciding to return/refund it. I have had several Conair hair dryers through the years and I'm sure this one will be just fine (I will update this review after I use it a few times). I've never had any problem when ordering from Amazon and will continue to do so but I just wanted to warn other people looking at this hair dryer that in this case what you see is not what you get.",12/20/2011,78.57142857142857
9462,9462,US,25361820,RPV26SOA30UL,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,10,13,N,N,Fast and No Frizzies,"A very nice hair dryer that has a diffuser for those of us with curly hair.  It's not really a mini, but it's not super huge either.  It lives up to the no frizzie reviews and dries your hair extremely fast.  There are 3 heat settings and 2 speed settings.  It dries fast even at medium heat and low speed.  There is also a cool button that cancels all heat and locks your style, it also cools your head down before you go out in the cold winter air.  It is heavier than most hair dryers.  I would buy it again.",12/13/2011,38.46153846153846
9472,9472,US,44179421,R1292YM3GZDEZR,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,21,25,N,N,Terrific,Great little inexpensive sturdy hair dryer.  Because I'm on a healthy hair journey I was looking for a hair dryer that wouldn't expose my hair to too much direct heat so the styling attachments act as a something of a barrier between the dryer and the hair and I can get my 4a/b textured hair relatively straight on medium heat a few passes using the larger if the 2 comb attachments when I need to do a trim or a length check.,12/9/2011,42.0
9473,9473,US,48661487,R3SENXU280LR5J,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,4,439,451,N,Y,died early,"This is a good dryer while it lasts.  Quiet, good heat, not too heavy. But I have owned it less than six months and yesterday it stopped producing heat, just blew cold air.<br /><br />Update:  I just called Remington.  They warranty the product for three years and are sending me a new dryer.  No hassle.",12/8/2011,97.33924611973393
9594,9594,US,48143256,RXNOWL9FPNLSF,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,13,16,N,Y,the one you've been looking for,"OK, I never write reviews, but this hair dryer is so great, I just had to. It looks very basic, but it is everything you could want in a hair dryer and more. It is powerful, quiet, dries my hair in a flash, and from the very first time I used it, it made my hair amazingly soft and shiny. I didn't even know a hair dryer could make that much difference! This is hands down the best hair dryer I have ever used.",9/15/2011,81.25
9604,9604,US,15294684,R29FJDBAI4YQ6F,B001RV2VQW,815035474,fhi nano salon pro 2000 hair dryer - onyx black,Beauty,1,16,17,N,N,Got a lemon,"Ordered this dryer about a year ago from another site.  Was my first time buying a professional dryer (had used drug store brands before).  The dryer is great -- high heat setting, powerful, cuts drying time by about 30%, leaves hair super shiny and soft, and I noticed that hair stayed that way for longer.  It's a bit on the heavy side, and doesn't have that grip coating that some of the other brands have. I give it one star because I was using it two weeks ago and it caught on fire.  Thick gray smoke with a burnt plastic smell.  I contacted customer service through their website but they didn't respond at all.  I don't think it's designed to handle the heat it puts out.  Nevertheless, I'm out a pretty expensive professional dryer that only lasted a year.  Will not buy this one again, but will look for one that's comparable.",9/7/2011,47.058823529411775
9613,9613,US,13001810,R2TJ1HN9IGVUFG,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,Beauty,5,14,15,N,Y,good thing we kept the old one,"got this Conair Wallmount hair dryer about a month ago to replace the one we had for about 15 years that finally blew up. It's the most convenient dryer you can own. Didn't even have to replace the wall mount bracket. New unit was exactly the same as the old. But - gotta say I'm really glad we kept the old unit. The rear filter screen on the new unit fell right off out of the box. The 2 little tabs that snap the screen onto the main housing were like melted smooth and could not be fixed. But the screen on the old unit was an exact match. So - snap-off, snap-on, and viola, back in business. Lucky for us. And Amazon. Or they'd have to pay for an exchange. And we'd be stuck using a clunky, 10 pound albatross dryer for bout a week or so. Amazon's delivery was 1-2 days quicker than I expected. Good price too. Oh, the built in night light is real handy too. Worked great for at least 15 years.",8/29/2011,93.33333333333331
9615,9615,US,50529300,R2N9H0DFOX5NRW,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,5,84,93,Y,N,A Bit Heavy but still a Fantastic Hair Dryer,"[[VIDEOID:mo20UFHT4C35874]]The John Frieda JF1 Full Volume Hair Dryer is one heck of a hair dryer. It is both powerful and hot and helps to take a few minutes out your morning routine. While it has many of the same features and attachments of other hair dryers it does offer salon style performance.<br /><br />Notes-<br /><br /> - Heats up very quickly<br /> - Long cord - probably 8-10 feet which allows you a little freedom from your outlet<br /> - 3 speeds and three heat settings<br /> - The back screen lifts up so that you can clean the dryer motor<br /> - It is a bit heavy, which is the reason for removing one star<br /> - Nice look to the dryer - it certainly does not look or feel cheap<br /> - Three attachments including a diffuser and two concentrators<br /> - 1875 watts (watch to make sure you do not trip your circuit breaker)<br /><br />Final Verdict - This is a well-built machine that will likely last you for many years. What some of the features are quite common this is still a hair dryer that should be seriously considered by anyone looking to make a purchase.<br /><br />4 1/2 Stars",8/28/2011,98.06451612903227
9633,9633,US,11510080,RRRFKTTHDNAYK,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,4,86,99,N,Y,Great blowdryer,"When I first pulled it out of the box I was surprised to find that mine at least had a sparkly finish but I decided to try it before passing any judgments on how the product works. I'm happy I did. The dryer has 6 settings each tailored to a different hair type, which is great. In addition to that handy perk, it also has instant cool for setting styles. My hair is always very soft and pretty after using the dryer. Glad to say that I love it!",8/19/2011,86.86868686868686
9640,9640,US,36224227,R2T1D727B5DOI,B000M7YQOM,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,1,35,36,N,N,Hair Dryer blew up in my hand....shocked and burned,"I purchased this blow dryer and was initially happy with it until it EXPLODED IN MY HAND while I was drying my hair.  I first felt a weird sensation going up my arm and then a huge hot stab in my back right before the dryer EXPLODED IN MY HAND, with pieces flying everywhere the motor was still running and I could not release it from my grip.  It hurt so bad and feels like my insides in my back are on fire!  Not only am I in pain, it scared me pretty bad!  I will be getting a completely different dryer now. I will never purchase another Andis dryer!",8/15/2011,48.611111111111114
9642,9642,US,10874625,R3JL6096PASW27,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,Beauty,5,30,31,N,N,Great Hairdryer!,"This is by far the best hairdryer I have ever used. I have a VERY sensitive scalp and after using my sisters hairdryer once I had a blistery rash on the back of my head, I never want to go through that again! This hairdryer BLOWS teehee, strong enough for my thick hair, distributes enough heat so I don't have to get close to my scalp at all. The back pops off so you can clean it to keep the air circulation as strong as the first use, also you can't beat the price! Great product.",8/12/2011,48.387096774193544
9680,9680,US,31041391,RT0H6CMJ6NV4C,B002B8VE4U,74735317,travel smart by conair dual voltage 1875 watt hair dryer,Beauty,4,63,68,N,Y,Conair Travel Hair Dryer,"The Conair TS127 travel smart mini hair dryer is not as small as I thought.  Be sure to read the dimension.  The handle of the blow dryer folds down which is good if you need to conform to a space within your luggage.  The high speed option on the dryer is powerful and it does dry hair quickly.  I do wish there was a low, medium, and high option.  Overall I am satified with the purchase since I only travel 2-3 times a year.",7/16/2011,92.64705882352942
9687,9687,US,35461703,R1NLLEH7Q2CNU3,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,4,97,102,N,Y,Worked Great in Italy,"I purchased this dryer for a trip to Italy & it worked perfectly.  It has a switch so I can use it in either the USA or when I travel abroad.  Please note the directions read to only use on low setting when overseas; but the air volumne was still very good & I have thick hair!  You will need an adaptor for it for international travel, but not a convertor.  Overall very good product, lightweight and durable.",7/8/2011,95.09803921568628
9701,9701,US,44093221,R1ZUF9TEKQVMEA,B00376IQT6,872781320,"Eye Revival (.5 Oz) Age Deying Eye Serum - Reduces Wrinkles, Dark Circles & Under Eye Puffiness",Beauty,5,19,19,N,Y,I was skeptical but was pleasantly surprised,I have tried at least 2 other products that did not work for me because I am very sensitive to chemicals and even plant materials in cosmetics. This has occured to me even with cosmetics that claim to be hypoallergenic. Eye Revival not only worked to moisturize and reduce the circles under my eyes but also did not produce any allergic reactions. I am overjoyed that I have found a product that works and that I can use long term. No more wasted time or money!,7/2/2011,100.0
9714,9714,US,15832942,R3TO10YUT4J7HF,B0013LYNTO,989462119,Quantum Perm,Beauty,5,20,23,N,Y,Quantum Perm,I have used Quantum for over 20 years - through all it's changes.  I have tried numerous other kind but always return to Quantum because it is the only one that  can handle my difficult hair. It is a great product.,7/2/2011,86.95652173913044
9728,9728,US,35083222,R1P7V5CA2JYTKI,B003Q8WAHO,947427401,"Sally Hansen 14 Day Nail Shield, Sheer Shell, 0.329 Ounce",Beauty,5,14,14,N,N,"LOVE, LOVE, LOVE THIS PRODUCT!!!!!!","What a great product! There is a little learning curve, but really application just takes a little time. You can cut the strips in half and get two applications. the most important thing to remember is to rub. rub, rub the shield on your nail. I do it while watching tv. Great longevity, my nails out grew the shield! Made my nails grow super fast and they are really strong. Be patient, you will be glad you did.",7/2/2011,50.0
9729,9729,US,51887985,R1SMQU0T3XXGG2,B003YEGI0A,934270366,Ear Pick Wax Remover Curette Earpick Green with LED Light,Beauty,5,22,28,N,Y,Works Like a Charm- But Don't Go Crazy,"While US Pediatricians strongly urge parents to leave the earwax removal to professionals, people in Asia do this all the time. I was able to see the earwax with the light and gently scoop out the canal.  The big scoop and the tweezers were too big for his 9 year old ears but the smaller scoop worked perfectly.<br /><br />WARNING: DO NOT try this on yourself or go too deeply in the canal.  It's long enough to do some real damage.",7/2/2011,78.57142857142857
9734,9734,US,12886660,RZRKP9ZNGMNJX,B001PNDMHE,696077625,Platinum Whites Professional Dental Whitening System 1 kit,Beauty,3,11,14,N,Y,It's ok,It works but i always end up having a sore throat the next morning..<br /><br />maybe because i swallow some but hey  it works and cheap,7/2/2011,78.57142857142857
9746,9746,US,38303678,R3KRXHGHHIP190,B002BAW730,510858511,Hot Tools PINKTITANIUM Digital Salon Titanium Flat Iron,Beauty,4,16,16,N,N,Buttons!  Correct information,"I have this iron and love it - it is a professional quality iron which straightens and creates beautiful curls.<br /><br />There is some confusion aboutt he button placement - that you will hit them as you are styling, BUT YOU CAN LOCK IN the correct temperature...<br /><br />See information below from the manufacturers website<br /><br />Professional Features<br />*Titanium surface for ultra smooth, snag-free styling<br /> *Korean designed and engineered<br /> *Ceramic heaters generate fast heat up and instant heat recovery<br /> *Patented Pulse Technology®<br /> *Variable heat settings, up to 450°F<br /><br />*Heat Locking Feature: Press the button twice while the appliance is at the selected heat setting. The temperature setting will remain locked to ensure there is no accidental change during use. Press the button twice to unlock the heat setting.<br /><br />*Ultra slim, easy to hold design<br /> *Rounded plate edges to curl ends in or flip them out<br /> *Movable styling plates adjust to eliminate<br />gaps between plates for better hair contact<br /> *1 plates perfect for styles of every length<br /> *Digital temperature read out, for easy to read settings<br />*10 hour auto shut off<br /> *On/off switch<br /> *Hanging ring/ cord guard<br /> *8-ft professional cord<br /> *One-year warranty",7/2/2011,50.0
9792,9792,US,27647163,R2MDXMFZV23KAV,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,4,50,54,N,N,Does the job!,"I definitely have not had the negative opinion on this dryer as other customers have had.  My natural hair has very tightly coiled curls, so a normal dryer without a comb attachment only can do so much.  I put the dryer on medium and blow dried my hair in sections, and it dried my hair so fast, and straightened it well! Now, I don't have to deal with the hassle of not being able to comb through my hair easily. My only dislike about the dryer is that it is kind of on the larger side, and I wish the attachments were so big/long, but aside from that, it works well for me, and saves me time and frustration!  Plus, you can't be the price!",5/27/2011,46.2962962962963
9799,9799,US,31586122,R3JCLTA3JVOZQH,B001BOFIRO,26711891,andis tourmaline ionic/ceramic 1875 watt hair dryer,Beauty,5,11,11,N,Y,Impressed!,"I am seriously impressed. Next to laundry, blow drying my hair is my least favorite thing to do.  I was looking for something that would blow dry my hair fast.  I have very fine hair, longer than shoulder length. The first day I used this blow dryer I had it on medium heat and it took 10 minutes. That is how long my old blow dryer took, but my hair looked much healthier than with other blow dryers. The next day I used it, I set it to hot and it took only 5 minutes!  It still looked great, just as healthy!  My hair is always breaking and when I blow dry, normally the damage is very apparent.  With this blow dryer my hair looks smooth and shiny!  I love this blow dryer.  I highly recommended it!!",5/24/2011,100.0
9801,9801,US,14330712,R2H51AVQ1VXYUV,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,11,13,N,Y,Just the right speed and temperature,"I already owned this blow dryer, but purchased a second one for travel. I really like this dryer for it's ease of use, temperature and air settings.  I like that the operating buttons are a slide up and down. This is a great feature since you don't accidentally turn the blow dryer off or change the settings while you are drying your hair, like other dryers with elevated buttons. I have a lot of hair and it's thick and this blow dryer, drys it very quickly. The heat is not overly hot, it's just right! The lower settings are perfect for styling. The dryer is also light weight. The price is lower than anywhere else and it arrived quickly and no shipping!",5/22/2011,84.61538461538461
9803,9803,US,14885930,R3CLNEL8M8R027,B002MHW4MG,415529274,travel smart by conair dual voltage 1200 watt folding hair dryer,Beauty,4,15,17,N,Y,Great!,Wow - so lightweight. It's unbelievably efficient. If it only had a cool setting it would be perfect.<br />Still - it comes close. Great price.,5/21/2011,88.23529411764706
9805,9805,US,13112574,RPT4QAO0X81DA,B001RV2VQW,815035474,fhi nano salon pro 2000 hair dryer - onyx black,Beauty,5,11,13,N,Y,Strongly Recommend,"This dryer definitely lives up to its claims.  As an African American who has natural hair, I was looking for a product that would not dry-out my hair.  The technology of this dryer not only dries my hair quickly, but also leaves it hydrated with lots of moisture.  I use this for my daughter's hair as well, who has thick, coarse hair.  This dryer also provides moisture and helps with the manageability of her hair. I strongly recommend this product.",5/19/2011,84.61538461538461
9821,9821,US,43737345,R37AU26628INGK,B0018C3V5A,833461643,"turbo power 3200 twin turbo hair dryer, black",Beauty,5,14,17,N,Y,Awesome blower!,"I ordered this on Amazon from Elephant Deals. I received it quickly. The blower is fantastic. It has a steady, hot flow. It doesn't leave me with flyaways, and I don't have to use a flat iron when I'm done. It is quick and efficient. I highly recommend this blower.",5/9/2011,82.3529411764706
9825,9825,US,37768118,RJD81TO37K8UO,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,12,15,N,Y,Love this dryer,"I have had my dryer for over a year now and have had no problems with it. It works as well now as it did when I received it. It is not too noisy and it is light weight enough for me (I hate a heavy dryer). It is a full size dryer , not a travel size, and it dries my hair quickly.  I like that it has 2 blow settings and 3 heat settings.  It is easy to change settings while drying.  I use it everyday....so it has had a real workout..",5/7/2011,80.0
