,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
1309,1309,US,52693309,R3LQMIISQUAJ68,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,26,31,N,Y,Tiny treasure,"I live in a small house (400 sf) so I don't have much room for anything. This may be too soon for a review (as I just received the microwave y'day) but so far it's just perfect. I love that the controls are on the bottom instead of on the side, as my microwave cubby is only 16.5 inches wide. I like the style and the easy setup, as well. It's perfect for an apartment, dorm room, or office kitchen.<br /><br />One thing to note - on the inside left wall (if you're facing the microwave), there's what looks like a cardboard panel screwed into the wall by the vent. There isn't anything definitive about what to do about this panel, and since it looks like it could possibly be removed, I called Whirlpool customer service to get some clarification. Long story short - don't remove the panel, it's supposed to be there.<br /><br />Other than that momentary confusion, I'm really happy with this product.",12/21/2012,83.87096774193549
1338,1338,US,43301951,R8BCLWHC4IZ0E,B008F07MPS,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,Major Appliances,5,15,17,N,Y,"Big, Well Built","Needed a new stainless steel microwave. Works well, nice and big. It is only stainless on the front, black everywhere else. Works well so far...",11/7/2012,88.23529411764706
1340,1340,US,50268575,R68EZDL5YE4WU,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,4,44,48,N,N,"Great value, excellent performance.  A bit difficult to install.","Our over the range microwave died suddenly in our new home.  I was not the original purchase of this particular appliance, and it was over 10 years old.<br /><br />So I began looking for product replacement.  I found a Whirlpool model online that had some nice ratings, but when I went to my local big box store to purchase, they didn't have the exact Whirlpool model I had read about.  What I found, was this model, which I assume is the newest version.<br /><br />The microwave has a very nice finish.  The door and front feel fairly sturdy.<br /><br />Operation is simple.  I tend to hate overly complex controls.  I want power and simple controls.  This microwave meets my needs in this regard.  This microwave has lots of power.<br /><br />Now the bad.  The install.  This is my second microwave install.  My first being a retrofit of an over the range fan.<br /><br />My first install, and noticing the hardware of my current broken microwave.  The units are mounted by a rear wall bracket that holds the bottom part of the microwave.  And the top of the microwave is held by a couple of suspension bolts fixed to the cabinet.  The USUAL location of these bolts are the two front corners of the microwave.<br /><br />The rear bracket is usually the same size/shape as the rear of the microwave.  This makes it fairly easy to just place the bracket on the rear wall and push up until the bracket touches the cabinet.  No measurement really necessary.  This Microwave has a small bar hanger.  So you'll need to be very accurate with a measuring tape to figure out where the bottom of the Microwave will sit against the wall.<br /><br />I tend to not trust myself in this regard.  So I taped the bracket to the bottom of the microwave.  Held the microwave up against the wall, and had a helper draw a marking line with a pencil.<br /><br />The second negative.  Usually the suspension bolts are at the front corners of the microwave.  In mounting position, my current defective microwave has boltsin the corners.  I could have taken the other microwave from my other house and I suspect the holes are in the same position.<br /><br />On this microwave, one bolt is about 3 inches in from the edge (which is slightly offset).  The second bolt is about 7 inches in so it is offset quite a bit.  Both holes did not line up with my current microwave mounting holes.  So to mount this microwave I had to drill new holes in my cabinet.<br /><br />So take this into consideration.  I bought my unit as a floor model return.  I suspect it was returned for this very reason.<br /><br />Otherwise I've been happy with this purchase so far.",11/4/2012,45.83333333333334
1341,1341,US,20311335,R15JI1MSZ3YJ3U,B008F07MPS,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,Major Appliances,4,13,14,N,Y,met my expectations,Used this microwave as a built-in. I had a specific width opening in some shelving and wanted the most cu ft and features in this width. Only been using it for a couple weeks however it has met my expectations. The body of this unit is black so if you are looking for an all stainless for countertop use this would not be the one.,10/30/2012,92.85714285714286
1348,1348,US,20444298,R9QF077E38CKD,B005JA0AII,155528792,ge cvm1790ssss cafe 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,3,13,17,N,N,"Good, but with some surprises","This microwave fits perfectly with our GE Cafe gas range, which is why we bought it. It's quite heavy - apparently due to the built-in convection oven. Disappointing is the plastic handle, which look like stainless steel, but isn't.  I expect more from an $800 appliance.  Also, if you plan to vent this into the kitchen, make sure you have a cabinet over the microwave that is not more than 13 inches deep.  The microwave vents are on top of the front of the microwave and blow straight up.  Other microwaves have vents that fold open, which is a really cool idea. Again, the GE Cafe falls short here.  Hence, only three stars for now.  I will update this as we use it more.",10/14/2012,38.23529411764706
1349,1349,US,37165444,R2U8N81M80OPIB,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,15,16,N,Y,750 watts and beautiful!,"This Whirlpool WMC2005YW 0.5 cubic feet countertop microwave oven is the best microwave we have ever had. We sold our house, where we had a built-in micro, and moved into a condo 4 years ago and bought a small Haier. The only thing good about the Haier was,  it was small, so when it blew out we had to go small again. I totally counted on the reviews for this micro and, thank you everybody, you are so right! I got the white one because my counters are white and it is so cute, just nestled into that small space. The best part is that it really works well. We feared making popcorn, which the Haier never, and I mean never, did well. Always burnt no matter what we tried. This Whirlpool made perfect popcorn at 2 1/2 minutes. We snack on it every night and the bag fits in perfectly with room to spare. It will fit a dinner plate easily and heats evenly. There is a 30 second button, start, stop, and a clock that also doubles as a timer. We have never used the auto buttons. I would buy this again in a minute.",10/8/2012,93.75
1351,1351,US,22120727,R34AXPEDF7UR6P,B0058CLNC4,215953885,"samsung smh1816 1.8 cu. ft. over the range microwave with sensor cooking,",Major Appliances,5,18,20,N,Y,Read this!!!!! Then install !!!!,"Everything is great!!! Just a warning!!!! Double check the template used for the upper cabinet. Actually check it against the unit. In my case I replaced an older Maytag, so I had two existing holes in my cabinet. Then added two more because of the template only to fine that they do not line up!!!!!! I superimposed the template over the unit and sure enough the holes did not line up!!! So I did not make a mistake!!!! The Template was off. No real big deal but now I have six holes.<br /><br />Double check the holes!!! Unit is great!! Previous unit did not vent out of the house. This one I installed a vent to the outside through the back and it has a really powerful motor. This Microwave gives you three options,Vent back,vent from the top or recirculate. I do not reccomend recirculating!!!! If you can vent this unit or any unit always vent!!!! I had some major issues venting this unit because of structural issues, like wires that I had to reroute etc but I knew that when it was over I would be smiling and I am!!!! For the price this unit works as good as any for much more money and the VENT is the Greatest!!!!!",10/7/2012,90.0
1353,1353,US,12457242,R32CHJUYLUZZKV,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,3,14,19,N,Y,Worried how long it will hold up.,"I needed a small microwave for my small kitchen and this one fits the bill. (Why aren't there more small appliances out there? Oh right, we live in the U.S., where bigger is supposedly better).<br /><br />Anyway, this microwave has performed fine so far (powerful enough for reheating leftovers in a timely manner). It doesn't heat very evenly, but in my experience, most microwaves don't. If it's soup, no problem, just stir. If it's a frozen burrito, the ends will be bubbling while the middle is still frozen. Annoying.<br /><br />However, the biggest complaint after having this microwave for just one month is that there is a thin layer of plastic over the control buttons and it is already scratched and peeling off in some places! Makes me concerned about the overall quality of this thing.",9/21/2012,73.6842105263158
1360,1360,US,52802629,RIL62U94Q2PZ0,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,24,24,N,N,Great while it worked...but same problem as everyone else,"After about 18 months of working beautifully, we also got that SE error. Called an authorized dealer and between the cost of a service call, the price of labor and the price of the new keypad, it will cost $200 to fix.  No way!!  I will be purchasing a new microwave and it will most definitely NOT be a Samsung!! Time to issue a recall like they do with cars...they know who has registered this product. We should all be given replacement keyboards free of charge. We need lemon laws for appliances. I urge you to stay away from this one.<br /><br />***UPDATE***<br />I spoke with the authorized service provider and he suggested I contact Samsung directly (1-800-726-7864). I spoke with customer service and then was transferred to Executive Customer Relations. They first offered me a free replacement part but told me I would have to pay for the service call and any labor charges. I told her that was not acceptable as that would still cost me $135. She put me on hold again and came back telling me she could give me as a courtesy a ONE TIME ONLY warranty extension. She made it clear it would not ever be repeated. So, at least now I will have the repair done at no cost to me. Hopefully the new part will last longer than the original.  I suggest you try giving them a call if you are one of the many with this problem.",9/10/2012,50.0
1361,1361,US,36745784,R2HDF0S73BNQF4,B002I9QFNC,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,Major Appliances,3,14,19,N,N,"Looks nice, heats fine, BUT you can't  cook and have timer at same time","It's a decent microwave, no better or worse than others I've had over the last 30 years in terms of cooking.<br /><br />If it looks nice in your kitchen and matches your other appliances, it might be worth considering.<br /><br />However, please know that this is the first time I've ever had a microwave that wont' let me set a timer while cooking.  Nor will it let you cook food in it while a timer is running.",9/6/2012,36.8421052631579
1364,1364,US,52999615,R3H72XMEJW59P8,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,1,49,49,N,N,RECALL NEEDED - UNSAFE MODEL HAS HAD PEELING COATING PROBLEM SINCE 2004,"RECALL NEEDED - THIS PROBLEM HAS EXISTED FOR OVER 8 YEARS IN THE SAME MODEL MICROWAVE FROM G.E. IT IS NOT SAFE. ONCE THE WHITE COATING PEELS AWAY AND METAL IS EXPOSED THE UNIT WILL SPARK AND CAN CAUSE A KITCHEN FIRE.    The white coating is bubbling and peeling off of the inner top surface of my microwave. It was manufactured in March 2011 and installed in June 2011. Just over a year ago. The current unit was a replacement for the exact same built-in unit that also was just over a year old and experiencing the same problem. If you purchase one of these units, be sure to purchase an extended warranty.    If you read the comments at the GE community forum you will see that this problem has existed for years. Same product, same model number, same problem over and over. But GE has done nothing to correct it. Read the details at this link:  [...]    Although, it is a useful unit otherwise - lots of great features. But once the coating starts bubbling and peeling you cannot safely use it. Total hazard. Additionally, unless this unit is installed over a range users are probably operating the unit without knowing it is in an unsafe condition because they cannot see the coating peeling away on the top inner surface.    WHY HAS GE NOT RECALLED THIS PRODUCT?",8/30/2012,50.0
1367,1367,US,47728663,R3ALZ0B0M9AOK5,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,11,13,N,Y,"works great, looks cool","I have a super small kitchen and this microwave fits perfectly inside. It works great and looks pretty cool.  I was hesitant about it fitting a large dinner plate but it does!!! So, it works for all my needs. Maybe the only downside is that you can basically only set it in 30 second intervals but that is normally the type of microwave cooking I do anyway so it's fine for me.",8/25/2012,84.61538461538461
1370,1370,US,13427325,R24MYKY0TSYHR9,B005OW6RFG,784164614,smh2117s 2.1 cu. ft. over the range microwave with ceramic enamel interior large capacity led cook top light 400 cfm bottom touch control panel auto defrost &amp; in stainless,Major Appliances,1,12,16,N,N,Stay away from Samsung,"I spent several thousand dollars on Samsung appliances as part of a kitchen remodel in Oct11.  In May I noticed that when I opened the door of the microwave it appeared to have a short (a bright light flashed then went out).  It still heated but as I thought it might be a fire hazard I contacted Samsung.  They set me up with a service repair company that had a poor rating on Angie's list.  A guy came out, dismantled it and said a key part needed to be replaced (he noted 'switches' on the service order dated May 15th).  He said it would take 3-5 days so he came back a week later, without the part, saying he just need to tighten some wires.  It worked for a few weeks, then started to heat only intermittently.  Called the service company again, and a guy came out and jiggled the door, saying there was a problem with the switches, but that they didn't need to be replaced.  It worked again for a few weeks, where I had to keep jiggling the door, and finally stopped heating altogether.  Now, knowing that there was a problem with the switches, I expected the guy to arrive with the needed part.  He came but again, no part, saying he just wanted to confirm it was the switches and that the part had already been ordered.  After not hearing anything for a few weeks, I called back and was told that 'Sharp parts were backordered'.  When I told her it was a Samsung, she didn't look up my order but just said she would look into it and call me back.  After not hearing anything again, I called back and she said the same thing (Sharp is back-ordered, correction it's Samsung)and said she would call me back.  Again didn't hear back so called Samsung.  The escalation department reviewed the situation and I was put in for an exchange because the process had gone on so long.  She said I would get a call from someone who would review options with me (when I asked what the options would be she didn't know--why is that?).  Instead, I got a call from Samsung a week later saying that the servicecompany had miraculously received the part and they wanted to schedule a service call.  I told her I had been put in for an exchange and she insisted that I again deal with this disreputable service company.  I refused, and since I didn't have the Transaction # she said she would call me back today.  She didn't call this morning when she said she would so I called Samsung.  Just got off the phone with Samsung, who refuses to replace my microwave.  It just seems to be a game of stringing customers along with vague and misleading promises.  The only 2 service companies they have for this area have F ratings on Angie's list.<br />I had a similar situation occur with my 1 month old stove back in December, which broke on Xmas Eve.  After 3 months of fighting with Samsung Best Buy finally felt sorry for me and gave me a new stove.<br />After spending thousands of dollars on Samsung appliances I expected more from Samsung.<br />I would stay away from Samsung or if you do purchase an appliance from them, get an independent warranty.  Customer service is a problem area for them.",8/21/2012,37.5
1390,1390,US,53032560,RSU114FJCMLYT,B002KPM7L8,522487135,"frigidaire fgmv174k 1.7 cubic foot over-the-range microwave oven with effortless reheat and spacewis,",Major Appliances,1,10,12,N,N,Dangerous failure mode and no support from Manufacturer,"We bought this Frigidiare microwave in the hopes of getting a solid over the range microwave to use.  Before it was two years old it began to smoke and sputter as it began to burn up.  We killed the power and shut it down.  We contacted Frigidaire and were told it was out of warranty.  We told them we were reporting a safety hazard that they should be aware of.  We were told that it was impossible for the microwave to do what ours had done.  No support, rejection of safety hazard report, no offer of repair or replacement.<br /><br />We think you will regret buying this product.  We do.  Complete waste of money.",6/19/2012,41.66666666666666
1392,1392,US,51720674,R1IXI53QMLLDTN,B0049OXU1O,618770050,ge profile pvm1790 stainless steel over-the-range microwave oven,Major Appliances,3,38,44,N,N,Oven:  Good.  Installation: Problematic.,"I had an older GE microwave above my range that died after about 8 years. When looking for a replacement I decided to go for another similar GE in order to swap it out easily, figuring it would use similar hardware. That was my first mistake.<br /><br />There's a steel plate used to mount the oven on the wall plus three big screws that go in from the cabinet on top. Not only is the plate different (requiring removal of old & installation of the new), not only are the anchor points in different places (requiring new holes), but they're placed just marginally off the old anchor points. Meaning that the integrity of the wood where you need to drill is compromised from the old screw holes. It required me to install a whole new shelf in the upper cabinet as well as trying my best to fill the old stud holes with wood filler and hoping it would be strong enough when I re-drilled.<br /><br />Here's the kicker... the installation hardware comes with butterfly screws as well as two thick wood screws for mounting to the wall studs. Unfortunately, those two wood screws are made of very cheap & weak metal. I pre-drilled guide holes as per the instructions, but when it came to screwing the screws in- the heads twisted right off on both of them (and I was extra careful with the second one after the first one broke).  The screws were already 3/4 of the way in, leaving me with no way to remove them and blocking the ability to try again in the same spot (a spot required for proper installation).  The oven isn't light, the installation requires heavy duty hardware, why ship the microwave with such crappy screws?<br /><br />Lessons:<br /><br />Buy your own mounting hardware.<br />When it comes to buying a replacement appliance, there's no value in nepotism.",6/18/2012,43.18181818181818
1393,1393,US,37142894,RDJRY4TTASP4M,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,33,45,N,N,Dont buy Danby!!! Bad customer service and microwave.,I received a Danby Microwave for Christmas 2011.  Less than 4 months later it stop working  I called the Danby 800# and was told what to do.  I did this and have not heard anything back.  I have attempted numerous times with no success on getting my refund.  Loss to my family of $85.00<br /><br />I will never buy another Danby product or recommend one.,6/12/2012,36.66666666666666
1394,1394,US,37142894,R726QI0KT1Z43,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,14,22,N,N,Dont buy Danby!!! Bad customer service and microwave.,I received a Danby Microwave for Christmas 2011.  Less than 4 months later it stop working  I called the Danby 800# and was told what to do.  I did this and have not heard anything back.  I have attempted numerous times with no success on getting my refund.  Loss to my family of $85.00<br /><br />I will never buy another Danby product or recommend one.,6/12/2012,31.818181818181817
1397,1397,US,31752560,R1LLSY2ZA88II6,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,52,56,N,N,Exactly what I wanted,"After installing a new double oven to replace a single with a microwave combo I was left in need of a countertop microwave. It had to be small so as not to take up counterspace and I needed blue display lights to match all of my other appliances' light displays (things like that annoy me). Black or silver...all my appliances are stainless and my granite is black. This is perfect. Fits in the corner and easy to use. Looks like an odd little tv...which I like since I like quirky looking things that do their job. I boght several other microwaves these past few weeks- pure stainless...blck...larger...even the nostalgia retro one...all went back...this one is perfect. I don't do major cooking in a microwave and if takes a few seconds longer, well, it really does not matter as we are all in too big of a rush anyway:)",6/9/2012,46.42857142857143
1401,1401,US,41983973,R1B8IQ3L0OTYC3,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,13,15,N,N,Same SE problem.,I have had this microwave less than 2 years and I too am getting the SE error code.  It is $99 just for someone to look at it!  You can't press any of the buttons.  This obviously is a manufacturer issue if there are so many complaints about it.  Now I have to spend another $300 on a new microwave not Samsung.,5/24/2012,43.33333333333334
1402,1402,US,51788534,R2PHE7AQT59CMO,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",Major Appliances,5,20,20,N,Y,great affordable microwave,"I don't find this microwave any noisier than others I've owned. I also find it very easy to use even without reading the instructions. So far it heats food evenly and is pretty powerful. Great basic, affordable microwave.",5/22/2012,100.0
1406,1406,US,30017636,R3SNQEQE5UA5SH,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,20,23,N,N,Samsung SMH 9187ST,"I brought a samsung SMH9187ST back Nov. 2010, which is the same exact microwave as the SMH 1816S with the exaact same features listed. On June 14, 2011, I had a technician come to my home to repair this unit. This unit was under warranty at the time. On May 6,2012, samsung microwave display SE on the screen. Call samsung office and they referred me to a service tech. also, stating the unit was not under warranty regardless of the last repair date. I call the service tech. office somewhere in Norcross,GA.to find out what it would cost for a visit to my home. The office employee(not the tech.) stated the tech. visit for my area would be $140.00 to look at and replace the unit part which would cost $75.00. Total cost $215.00 The employee that was not a tech. quoted me the cause of my problem and the part that cause the problem without some even looking at the unit. Sounds like the repair company already have a lot of information without every touching or looking at this samsung microwave unit. This appears to be an on going problem with this unit even though the on thing that has change is the model number Samsung SMH1816S.<br />If, you have not had a problem in the first year consider yourself lucky. When you have had two problems in 18 months with this unit it is time for a recall on your product. Stay away from this microwave unless you don't mind an inconvenience and spending more money.",5/10/2012,43.47826086956522
1407,1407,US,34549900,R2VIW68E4UY1P4,B0049OXU1O,618770050,ge profile pvm1790 stainless steel over-the-range microwave oven,Major Appliances,1,12,16,N,N,Good for the first 2 years - broken after that - poor quality,"Worked great for the first 2 years than completely broken.  AFter charging me $99 to look at my microwave, the GE repairman indicated that the repair would cost over $400.  Wow - what a ripoff.  I expected a profile to last a little longer than that.  If you want to replace this in 2 years - go ahead and buy.  Otherwise, look for a brand other than GE.",5/6/2012,37.5
1410,1410,US,34209053,R353KZC7PX7IAO,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,26,30,N,Y,"Nice, compact, easy to use","Whirlpool's description of this microwave is spot on.<br /><br />The only thing that would be nice would be a numeric keypad, but there really isn't space given the compact design.<br /><br />We have oversized dinner plates, and they fit in here with very little to spare, which means this microwave is perfect for us.",4/30/2012,86.66666666666669
1413,1413,US,52643790,RVF6011P8F0S5,B003XSST4A,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,33,34,N,N,Better than expected,"I purchased the Danby as a gift for my nephew who has a small apartment. I selected it mainly due to the price (less than 60 bucks at walmart) and the fact that it takes up little counter space. Although I was not expecting much in terms of features, I've been really impressed with this.<br /><br />It offers a wide range of programming features. There are 6 one-touch buttons so you can set 1 to 6 minutes of cooking time with one key press. It also has an add 30 seconds feature that can be used at start-up or while the microwave is already running. There are also a host of timing options for cooking and defrosting.<br /><br />It looks really nice - much better than I was expecting. Pretty decent stainless steel trim on the front and the handle, and a black casing. Looks like it cost a lot more. Easy to clean, and the handle keeps fingerprints away from the front. One difference from the picture -- the key pad is all black, and not white and black as in the photo.<br /><br />The 0.9 capacity is just right. I also have a 0.7 capacity machine, but that has a problem with any dish that's larger than 11 inches. The 0.9 gives you a decent amount of interior space, but doesn't take up much more counter space than the 0.7.<br /><br />It has 900 watts of power, and does a good job of heating foods quickly. The interior light is bright and comes on when the unit is running or the door is open. Reasonably quiet when it is running - typical noise level for a microwave.<br /><br />Can't speak to reliability as of yet, but it comes with a 12 month warranty that is extended to 18 months if you register it online.<br /><br />Great machine if you're looking for something that is small, but still very usable. Highly recommend.",4/24/2012,48.529411764705884
1414,1414,US,51395306,R2JT2S08RLJYJT,B0011YHN7M,147401377,ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,18,19,N,N,Control Panel Dies after 1 year,"I have to agree with the other 1 star review. I would also give it zero stars if possible. This is my second GE Microwave that has died after one year. Last time it was the turntable motor, this time it was the control panel.  Of course the replacement is over $125. They produce garbage. No more GE for me.",4/24/2012,47.368421052631575
1420,1420,US,43965645,R33CS9Z0N76OB8,B004YKEV20,550562680,Samsung SMH1713S 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave,Major Appliances,1,11,16,N,N,Pure Junk and lousy customer service,"Buy anything else, just don't buy this piece of junk.  Multiple electrical problems, a door lock that failed, poor performance and lousy customer service all at a premium price.  You can buy better but you probably can't pay more.",4/16/2012,34.375
1424,1424,US,35081170,R35VP4IV5DBPXN,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,32,36,N,N,Buy it to entertain friends with your possessed microwave!,"This microwave has had one problem after another since it was installed close to a year ago. It's prone to all sorts of computer malfunctions. Let's see if I can even remember them all. We've had it start up again after pulling food out and closing the door (without hitting start again). It's often (50+ times) sounded as if it was working, but when I realized it had been an awfully long time without it chiming, I found that it had frozen just a few seconds into the heating. The most disturbing problem was that it has on perhaps five occasions turned on on its own--with no one in the room. There have been many occasions where it has just not worked at all. When this happened, unplugging it and plugging it back in used to reset it so that it would work. Unfortunately, it now won't work at all, with just the code, SE flashing on its display.<br /><br />We're buying a new microwave this weekend, and I can guarantee it won't be a Samsung.",4/13/2012,44.444444444444436
1425,1425,US,10617962,R2LM8M6TMQAHDK,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,1,28,30,N,N,4 defective GE spacesaver microwaves in 16 months,"In January 2011 I purchased a PEM31SMSS GE spacesaver microwave because it was the only microwave with >400 watts of power I could find that would fit in the space I have.  It looked nice - better than a plain black box.  Approximately 4 months later the keypad stopped working and the microwave was replaced under warranty.  In August of 2011 the replacement microwave wouldn't turn off, and was replaced under warranty.  In March of 2012 after heating a cup of coffee, the third microwave just went dark and wouldn't work any more.  The stainless model was no longer available and was replaced with the black, which arrived yesterday.  Today I unpacked it and plugged it in.  The interior light won't turn off and there is no keyboard response when I press the START button because something in the latch isn't making contact.  I think I've had one of everything that could go wrong.  I would definately not recommend purchasing a GE spacemaker microwave of any style.",4/9/2012,46.66666666666666
1427,1427,US,14226701,R3OTSS1QZ9J5FE,B005OW6RFG,784164614,smh2117s 2.1 cu. ft. over the range microwave with ceramic enamel interior large capacity led cook top light 400 cfm bottom touch control panel auto defrost &amp; in stainless,Major Appliances,1,29,31,N,N,Extremely disappointed SE or 5E keypad problem,"I bought this microwave based on the Consumer Reports product ratings and up until a couple of days ago I would have highly recommended it. Unfortunately that is no longer the case. I awoke to sounds of it beeping every few minutes and an error code of SE. After a lot of research I have seen that this same code has appeared for a fair amount of others. Both the short and the long of it is that it can no longer be used with out spending good money after bad. I know that they don't make things now days to last a lifetime, but I would have hoped for it to last longer than less than 2 years. We are light users and I kept it very clean. I wish that I would have bought an extended warranty. I can only hope that I go the same way this did...quick and without warning and that someone would also say she was good while she lasted.",4/3/2012,46.774193548387096
1428,1428,US,44961282,R3E4PBDQSB0PT,B003XSST4A,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,12,14,N,N,Not bad,"Not many reviews about this Danby unit. I replaced another 900 watt Hamilton Beach unit with this one. The main reason was the H-B unit light was off when the door was opened. Aside from that it was a good unit. I gave it away.<br />This Danby does have the interior light on when you open the door. This makes it easier to remove hot beverages without fumbling and spills. It is somewhat louder than the old one. It makes a humming noise when running. All make some noise, but this is almost annoying.<br /><br />At 900 watts you can expect moderate cook times. The table turns slower than others. The old one made one revolution in 10 seconds. This one takes about 13+ seconds. No big deal, but when heating a cup of coffee, the handle might be in the rear of the oven when finished heating. In other words, it was easier to use multiples of 10 (like 60 seconds) and have the handle of a cup right there in front.<br /><br />Aside from that it runs fine. No comment on quality since it too new to judge. At these lower prices they are pretty much throw-aways when they die. Like the other reviewer this unit was purchased at Walmart. I buy lots from Amazon and have alwaye been highly satisfied with service and products. It was simply cheaper at $73 total price with tax.",4/1/2012,42.857142857142854
1433,1433,US,14070732,R3EGCQFK8ZMSVN,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",Major Appliances,5,10,11,N,Y,My Sharp R-520KS2-Cubic-Foot 1200-Watt Microwave,"This is the first 1,200 watt microwave I've ever owned. It took just a while to figure out I didn't need things to heat as long, but once I figured it out, it is the best microwave I've ever owned. The only drawback I have is I wish the completed beeper was louder. Other than that, I am thoroughly satisfied with this microwave.",3/6/2012,90.9090909090909
1441,1441,US,50860381,RKJSVE44CFEKW,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,4,24,26,N,Y,Perfect for a small kitchen,"I love this microwave.  It takes up barely any space on the counter, and the cord is well hidden behind it.  It works fine for just heating things up and defrosting.  The only thing to be aware of is that this really is a tiny microwave. You can fit a full size dinner plate, but there is not a lot of height inside.  I couldn't use my microwave rice cooker in this because it was too tall, so I had to purchase a counter top rice cooker instead, which doesn't seem to work as well.  Other than that, this microwave looks good on the counter and does the job.",1/31/2012,92.30769230769229
